,description,points,price,variety,country,tag,variable
235,"Everything about this stately Ribera heavyweight impresses. The nose is outright oaky, so expect derivative aromas of toast, clove, cinnamon and spice to go with black-fruit scents. This remains firm, tannic and tightly wrapped, with massive blackberry, chocolate and toast flavors. Peppery spice, brooding mixed-berry flavors and mouth-coating tannins endow a finish that signals that this has many good years ahead of it. Drink from 2018–2032.",96,351.0,Tempranillo,Spain,best reviews,country
236,"Lightly rusty in color, this outstanding gran reserva is just now entering its golden years, which should endure for another two decades or so. Aromas of raisin, malt, tobacco and cedar are beautiful. This is tight and sinewy in feel, with rooty, creamy, classic Rioja flavors of vanilla, tobacco and dried red fruits. A lasting, stout finish isn't breaking down at all; drink through 2040.",96,125.0,Red Blend,Spain,best reviews,country
237,"This wine takes you on a trip to an outer wine world where deep, cushioned berry aromas come with exotic perfumes, bath oils and crushed flower petals. It's ultrasaturated and jammy, but not clunky or heavy. This tastes like a storm of blackberry, espresso and Swiss chocolate, while black spices and length bring up the rear. A blend of 50% Malbec, 40% Cabernet Sauvignon and 10% Cab Franc; drink now–2017.",96,50.0,Bordeaux-style Red Blend,Argentina,best reviews,country
238,"Just when you think Alta Vista has gotten everything it can from Temis (see the 2012), this comes along to reset the benchmark. Ripe, round and lush on the nose, with full-force blackberry and prune aromas, this shows titanic grip, depth and ripeness on the palate. Flavors of raisin, chocolate and blackberry finish with hefty tannins and a smear of mocha flavor. Drink from 2018–2026.",96,48.0,Malbec,Argentina,best reviews,country
239,"Straw colored with gold reflections, this delightful sweet wine has aromas of dried pear, fresh apricot and yellow peach. Flavors of fresh Bartlett pear, acacia honey and tinned apricots unfold on the palate. The finish is sweet, with just the right amount of acidity.",96,54.0,White Blend,Hungary,best reviews,country
240,"This full-bodied, richly tannic wine delivers. It starts off with savory notes of cracked pepper, black olives, violets and cedar, then eases into concentrated flavors of blueberries and roasted meat before ending with a flourish of firm, dusty tannins. Give it a few years to soften. Drink 2020–2030.",95,100.0,Syrah,New Zealand,best reviews,country
241,"A wine that makes you take notice. The bouquet is intense, with minerality, char, huge black-fruit aromas and handsome shadings of chocolate and coffee. Power and purity come on like gangbusters, and the flavors are a classic mix of blackberry, cassis and fine Swiss chocolate. Heady, smooth and impressive. My highest rated wine yet from Carlos Pulenta's Vistalba label. Drink now through 2014. Composed of 87% Malbec with Bonarda and Cabernet Sauvignon.",95,50.0,Red Blend,Argentina,best reviews,country
242,"The 2007 Astralis impresses for its combination of power and nuance. It's dark and almost tarry in concentration, but floral and bright at the same time. Layers of dark coffee and earth are balanced by red fruit, and although it's full bodied and rich in texture, the finish introduces delicately herbal, tea-like notes. Best from 2014–2025.",95,225.0,Syrah,Australia,best reviews,country
243,"This is a real blaster of a Malbec, showing power, concentration and subtleties. The bouquet is full of graham cracker, cola, monster berry and moss notes, while the pure, driving palate deals flavors of toasty blackberry, spice, mocha and more. The lengthy but mellow finish hums like a fine-tuned machine. Drink now–2018.",95,50.0,Malbec,Argentina,best reviews,country
244,"Penfolds Bin 707 has leapt in quality over the past few vintages. The 2009 features hints of mint, cedar and vanilla accenting ripe cassis fruit. It's full bodied and rich, velvety without being overly soft, with a dusty tannic structure that should support it over two decades or more of aging. Drink 2015–2030+.",95,200.0,Cabernet Sauvignon,Australia,best reviews,country
245,"Valdivieso's nonvintage mystery blend is always one of Chile's most curious wines, and #16 happens to be superb. An opening of rich black-cherry aromas tips towards spice cake with raisins. A lush, saturated palate holds delicious flavors of chocolaty black fruits, while on the finish a dark smokiness takes over. Drink now–2023.",95,70.0,Red Blend,Chile,best reviews,country
246,"Only 95 cases were made of this Bordeaux-style blend of 43% Cabernet Sauvignon, 33% Malbec and 24% Cabernet Franc. It's a stellar example of the high-end and highly cellarable wines that can come out of South Africa, oozing with depth, concentration and complexity, all in a harmonious, balanced package. It's dark and brooding right off the bat, boasting firm, tight blackberry, cherry and cassis fruit that's coupled with hints of raspberry sauce, pressed violets and baking spice. The palate is strong and packed with black fruit flavors that lead into a long, evolving finish of char, espresso bean, cigar and woodspice. Firmly structured and robust in feel, try from 2022–2028, though it could mature well even beyond.",95,330.0,Bordeaux-style Red Blend,South Africa,best reviews,country
247,"Touches of vanilla, cream and lovely hints of oatmeal allude to developing, evolving autolytic notes. These are edged with pure lemon, giving equal expression to emollience and freshness. On the midpalate the creamy, generous richness of yeast comes through, providing stucture and a canvas against which tart apple and Amalfi lemon can play. Depth and serious intent shows amid the sensuously fine fizz. Although this wine is refreshing and bright now, more bottle age will make it even more alluring. The pure and lasting finish leaves you wanting more. Drink 2017–2017.",95,70.0,Chardonnay,England,best reviews,country
248,"A restrained but impressive notion of honeyed oatmeal on the nose makes for a promising opening. A crisp green-apple note plays alongside ripe lemon. The palate shows fine, elegant mousse, amplifying those restrained aromas of honey, oatmeal and biscuit. This wine is at a perfect juncture of freshness and evolution, with wonderfully developed autolytic notes and great balance. The finish is long and moreish.",95,50.0,Sparkling Blend,England,best reviews,country
249,"Beautifully delineated fruit constitues the nose, with ripe, yellow plum playing alongside crisp, green apple. The palate layers a sonorous tone of sourdough bread with rich hints of yeast, green-apple briskness and gentle yellow plum. The notions unite with the fizzing, fine mousse. On the midpalate and the finish, the depth of this wine becomes clear: Profound and rich but in a totally slender, unassuming and convincing fashion. The finish is pure and lasting. Drink 2017–2027.",95,80.0,Sparkling Blend,England,best reviews,country
250,"This is a throwback to those brash, flavor-exuding Aussie wines of the past. Flashy, sweet-scented oak (think maple syrup and toasted coconut) marks the nose, while concentrated cassis and vanilla flavors coat the palate. This is big, but gorgeously so, with velvety-rich tannins and a long, plush finish. No, there's nothing subtle about this blend of 60% Cabernet and 40% Shiraz, but sometimes subtlety is overrated. Drink now–2030.",95,95.0,Red Blend,Australia,best reviews,country
251,"This blend of Cabernet Sauvignon (62.5%), Merlot (25%) and Cabernet Franc (12.5%) is aged in one-third new French oak for 10 months, resulting in a lovely marriage of vanilla and cedar with cassis. The wine is youthful and primary, but the oak and fruit are seamlessly integrated, blending baking spices and chocolate into the mix. Richly textured, with a long finish, this wine is delicious now, but should age well through 2030.",95,79.0,Bordeaux-style Red Blend,New Zealand,best reviews,country
252,"Perhaps the best young wine I've tasted from Margaret River, this makes a compelling case for the region's Cabernet. Pure cassis fruit is lifted and framed by hints of toasted cedar, making for soaring aromatics and flavors, but what sets this wine apart is the tender, silky texture married to ample weight and richness. The finish lingers, with a supple, dreamy character that speaks to a gentle climate and careful winemaking. Drink now–2030.",95,84.0,Cabernet Sauvignon,Australia,best reviews,country
253,"This golden-colored wine has enticing aromas of butterscotch, vanilla, caramel and pineapple upside-down cake. In the mouth, there are great flavors of dried apricot, mango, honeycomb and marzipan candies. It has elegant heft on the palate and balanced acidity in the finish. Enjoy now or keep in your cellar for another decade or so.",95,43.0,White Blend,Hungary,best reviews,country
254,"Astralis has become one of Australia's top collectibles, and Roman Bratasiuk's 2005 version is once again top-shelf stuff. It's full-bodied and rich without being over the top, balancing dark-chocolate-covered blackberries and blueberries with more complex savory notes (spice, grilled meat). While it's a big, hulking wine at first, the finish shows great elegance and finesse, ending with silky tannins. Best from 2014. Imported by Wine Brokers Unlimited.",95,350.0,Syrah,Australia,best reviews,country
255,"Clos Apalta, depending on your point of view, is arguably Chile's best wine. And this vintage is outstanding! Earth, minty spice, ripe berry, minerality and smoky aromas cover the bases. It's superbly structured, with a fine texture and depth. Tastes lush and complex, with blackberry, crème de cassis, fine herbs and tobacco. Finishes classy. Drink now through 2016.",95,90.0,Red Blend,Chile,best reviews,country
256,"One of the finest selections from South Africa today, Sadie's 2011 Columella is structured, complex and masterfully balanced, ready for a beautiful, long life ahead. The bouquet leads with lovely scents of rooibos tea, minty fynbos and African violets that frame the ripe boysenberry, blackberry and plum fruit spine. Layers of lush black fruit and earthy spice dance on the velvety palate, with peppery tannins that hang on to the lingering finish alongside hints of cocoa powder, licorice root and star anise. Drink now–2024.",95,130.0,Rhône-style Red Blend,South Africa,best reviews,country
